q1_true_goal_prob,mid_true_goal_prob,q3_true_goal_prob,end_true_goal_prob,q1_is_top_ranked,mid_is_top_ranked,q3_is_top_ranked,end_is_top_ranked,total_states_visited,initial_states_visited,marginal_states_visited,average_states_visited,total_dur,initial_dur,marginal_dur,average_dur
0.4399183070797731,0.8530224974732247,0.9950218887560072,0.9999989433642967,true,true,true,true,12159,446,585.65,579.0,291.1108639240265,11.493952989578247,13.980845546722412,13.862422091620308
0.008001637950385948,0.3186932012904617,0.3330531077654937,0.9999991529579628,false,true,true,true,24777,446,528.9347826086956,527.1702127659574,609.3339669704437,11.17899203300476,13.003369020379107,12.964552488732846
0.2,0.7743144668097518,0.8530224974732246,0.9623563032325384,true,true,true,true,3547,446,516.8333333333334,506.7142857142857,85.83577799797058,11.8475980758667,12.331363320350647,12.262253999710083
0.2,0.7743144668097518,0.8530224974732246,0.9623563032325384,true,true,true,true,3547,446,516.8333333333334,506.7142857142857,84.43519997596741,11.14945387840271,12.214291016260782,12.062171425138201
0.1035225979614393,0.8767098305771496,0.9974309209188071,0.999952923999074,false,true,true,true,5032,446,458.6,457.45454545454544,132.68271803855896,11.273098945617676,12.140961909294129,12.062065276232632
0.30574769903478943,0.4904100246235819,0.8767098305771497,0.9996515388861464,true,true,true,true,2582,446,267.0,286.8888888888889,77.1600091457367,11.079614162445068,8.260049372911453,8.573334349526299
0.8631043734415665,0.9769359052526679,0.9998576762572904,0.9999998549437333,true,true,true,true,10572,446,632.875,621.8823529411765,272.3590021133423,11.088402032852173,16.329412505030632,16.021117771373074
0.46379399714153186,0.9992388546681857,0.9992388546681856,0.9999999390800847,true,true,true,true,10308,446,493.1,490.85714285714283,246.4799370765686,11.458916902542114,11.751051008701324,11.73713986078898
0.7020886843348313,0.8401369020570487,0.996526963956672,0.999986767686496,true,true,true,true,9270,446,551.5,545.2941176470588,227.04619789123535,10.961910009384155,13.5052679926157,13.355658699484433
0.41562658715921197,0.8649209123146451,0.9968541062348119,0.9999860487124963,true,true,true,true,4592,446,414.6,417.45454545454544,114.74240899085999,11.374939203262329,10.336746978759766,10.43112809007818
