variable,mean,std,min,max,median
q1_true_goal_prob,0.4023461876933558,0.23132526645859294,2.5969661624378933e-8,0.9999999999999969,0.3333333333333333
mid_true_goal_prob,0.5429163222198742,0.38024010559370286,0.0,1.0000000000000053,0.3571428564251586
q3_true_goal_prob,0.6117640608548472,0.3988452477860605,0.0,1.000000000000069,0.7317102988705426
end_true_goal_prob,0.7305749238244118,0.41582662762518746,0.0,1.0000000000000122,0.9999991487421367
q1_is_top_ranked,0.8333333333333334,0.3790490217894517,false,true,1.0
mid_is_top_ranked,0.7666666666666667,0.43018306715207627,false,true,1.0
q3_is_top_ranked,0.7666666666666667,0.43018306715207627,false,true,1.0
end_is_top_ranked,0.7666666666666667,0.43018306715207627,false,true,1.0
total_states_visited,16862.1,7068.393259116051,5029,35323,14829.0
initial_states_visited,10885.2,3384.772415310707,4331,17250,10724.5
marginal_states_visited,201.43334671346838,143.8183554307478,16.071428571428573,553.0,180.75
average_states_visited,691.7040546493995,309.3526601357377,244.83673469387756,1328.25,650.142094017094
total_dur,13.236302892367044,8.068033375106177,3.4591920375823975,37.143933057785034,10.651923537254333
initial_dur,5.116685708363851,2.4652964013239296,2.42148494720459,14.483537912368774,4.558148622512817
marginal_dur,0.2746995488572169,0.10477161156108399,0.12701342787061418,0.48279690742492676,0.2827747737660128
average_dur,0.5086384507488767,0.23171082799398843,0.24952978798837372,1.1511416594187418,0.4457346090248653
