step_times,step_durs,states_visited,true_goal_probs,goal_probs_0,goal_probs_1,goal_probs_2
7.149219989776611,7.149219989776611,15370,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
14.507771015167236,7.358551025390625,15369,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
21.643465042114258,7.1356940269470215,15352,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
28.740530014038086,7.097064971923828,15334,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
36.059459924697876,7.31892991065979,15188,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
43.146113872528076,7.0866539478302,14625,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
50.22209596633911,7.075982093811035,14896,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
56.4693500995636,6.247254133224487,12936,0.4683105308334812,0.06337893833303762,0.4683105308334812,0.4683105308334812
59.45337390899658,2.9840238094329834,5783,0.4878555511603685,0.024288897679263212,0.4878555511603685,0.4878555511603685
62.50816607475281,3.0547921657562256,5781,0.4878555511603685,0.024288897679263212,0.4878555511603685,0.4878555511603685
65.61865091323853,3.1104848384857178,5716,0.8756005950630877,0.0058997504019027815,0.8756005950630877,0.11849965453500962
69.00371193885803,3.385061025619507,6022,0.9811352024343174,0.0008946794968705335,0.9811352024343174,0.017970118068812064
72.22661399841309,3.2229020595550537,6252,0.9974045916920704,0.00012308950525587303,0.9974045916920704,0.0024723188026737402
75.5002019405365,3.273587942123413,6621,0.9996479596473619,1.6695821117609804e-5,0.9996479596473619,0.00033534453152068815
78.98210000991821,3.481898069381714,6884,0.9999523420122226,2.2602216842298033e-6,0.9999523420122226,4.539776609318714e-5
82.90010690689087,3.9180068969726562,8155,0.9999935499269298,3.059003474095062e-7,0.9999935499269298,6.144172722709572e-6
85.13113808631897,2.2310311794281006,4683,0.9999937432916186,1.1253447061948824e-7,0.9999937432916186,6.144173910783282e-6
87.38962697982788,2.258488893508911,4760,0.999999153242018,1.5229966848605716e-8,0.999999153242018,8.315280149999878e-7
89.81270790100098,2.4230809211730957,4863,0.9999998854036847,2.0611533862379475e-9,0.9999998854036847,1.1253516182314275e-7
92.2765998840332,2.4638919830322266,5027,0.9999999844910736,2.7894680496072695e-10,0.9999999844910736,1.5229979508511996e-8
94.69943499565125,2.422835111618042,5167,0.999999997901095,3.775134536355449e-11,0.999999997901095,2.061153618112392e-9
97.25572991371155,2.5562949180603027,5500,0.9999999997159441,5.1090890266120585e-12,0.9999999997159441,2.7894680920765595e-10
99.88067102432251,2.624941110610962,5776,0.9999999999615572,6.914400106674395e-13,0.9999999999615572,3.775134544133971e-11
102.90153193473816,3.0208609104156494,6272,0.9999999999947975,9.357622968791491e-14,0.9999999999947975,5.109089028036745e-12
106.2637050151825,3.362173080444336,7139,0.9999999999992959,1.2664165549085258e-14,0.9999999999992959,6.914400106935335e-13
108.20485186576843,1.9411468505859375,4233,0.9999999999997409,4.658886145102191e-15,0.9999999999997409,2.5436656473762634e-13
