step_times,step_durs,states_visited,true_goal_probs,goal_probs_0,goal_probs_1,goal_probs_2
7.047438859939575,7.047438859939575,1107,0.3333333333333332,0.3333333333333332,0.3333333333333332,0.3333333333333332
7.321256875991821,0.2738180160522461,23,0.3333333333333334,0.3333333333333334,0.3333333333333334,0.3333333333333334
7.4615888595581055,0.14033198356628418,0,0.3333333333333332,0.3333333333333332,0.3333333333333332,0.3333333333333332
7.746039867401123,0.2844510078430176,23,0.38461538461538414,0.23076923076923245,0.38461538461538414,0.38461538461538414
8.060731887817383,0.31469202041625977,31,0.3478260869565217,0.2608695652173915,0.3478260869565217,0.3913043478260862
8.676837921142578,0.6161060333251953,80,0.39999999999999863,0.13333333333333572,0.39999999999999863,0.4666666666666648
9.740792989730835,1.0639550685882568,123,0.39999999999999863,0.13333333333333486,0.39999999999999863,0.4666666666666648
10.053966999053955,0.3131740093231201,38,0.3999999999999996,0.10570939107019263,0.3999999999999996,0.4942906089298079
10.739583015441895,0.6856160163879395,77,0.39999999999999863,0.13333333333334013,0.39999999999999863,0.4666666666666648
11.177297830581665,0.4377148151397705,46,0.5555554981938619,0.11111120288981415,0.5555554981938619,0.33333329891632335
12.350924968719482,1.1736271381378174,162,0.33333333333334153,0.3333333333333289,0.33333333333334153,0.3333333333333331
12.680866003036499,0.3299410343170166,40,0.33334161625827124,0.3333291918708644,0.33334161625827124,0.3333291918708644
12.808918952941895,0.1280529499053955,0,0.33334161625827136,0.3333291918708645,0.33334161625827136,0.3333291918708645
12.953805923461914,0.14488697052001953,0,0.5000093182326661,0.49999068176732925,0.5000093182326661,6.331964766905922e-15
13.236557006835938,0.28275108337402344,54,0.999999999999989,1.2663693527326253e-14,0.999999999999989,2.5721135006474308e-56
13.56810998916626,0.33155298233032227,26,0.9999999999999998,2.0310169593696723e-42,0.9999999999999998,3.8333655008828205e-90
13.647682905197144,0.07957291603088379,0,0.9999999999999998,5.2242008588865916e-98,0.9999999999999998,2.0624220014152253e-121
13.707037925720215,0.05935502052307129,0,0.9999999999999998,3.722365211577188e-156,0.9999999999999998,3.0737435756610702e-155
