variable,mean,std,min,max,median
q1_true_goal_prob,0.2804413613779209,0.10957981982350981,0.08333338022298417,0.4166666647129296,0.29411765484672414
mid_true_goal_prob,0.31960300027381966,0.23626218897094653,5.129395714709234e-10,0.5999973164039754,0.40283399875731263
q3_true_goal_prob,0.5180337904386502,0.3950604081146807,0.0,0.9999999999999997,0.4861111142370868
end_true_goal_prob,0.8333333185960408,0.38924946519698467,0.0,1.0000000000000002,0.9999999999999996
q1_is_top_ranked,0.3333333333333333,0.492365963917331,false,true,0.0
mid_is_top_ranked,0.3333333333333333,0.492365963917331,false,true,0.0
q3_is_top_ranked,0.5,0.5222329678670935,false,true,0.5
end_is_top_ranked,0.8333333333333334,0.38924947208076155,false,true,1.0
total_states_visited,1312.1666666666667,261.30784121183177,906,1658,1309.0
initial_states_visited,790.3333333333334,84.68587231467224,661,922,784.0
marginal_states_visited,41.0637105949606,17.03269395006278,10.454545454545455,69.16666666666667,43.277472527472526
average_states_visited,96.53854049001107,17.89725190217573,71.0,120.84615384615384,93.6547619047619
total_dur,9.82394508520762,2.1558662579781616,6.783185958862305,12.529276132583618,9.537323951721191
initial_dur,4.9637366731961565,0.7420205277802029,3.9810850620269775,6.323568105697632,4.748032569885254
marginal_dur,0.38019337639599643,0.1163792333191211,0.18667008660056375,0.5742544134457906,0.37994648630802447
average_dur,0.7191066463448853,0.12850970010120746,0.5350643854874831,0.895974691097553,0.7330118754330803
