timestep,true_goal_probs,goal_probs_0,goal_probs_1,goal_probs_2
1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
7,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
13,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
19,0.5714285714285714,0.2857142857142857,0.5714285714285714,0.14285714285714285
25,1,0,0,1
31,1,0,0,1
37,1,0,0,1
40,1,0,0,1
