timestep,true_goal_probs,goal_probs_0,goal_probs_1,goal_probs_2
1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
7,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
13,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
19,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.4444444444444444
24,0.8,0,0.8,0.2
