step_times,step_durs,states_visited,true_goal_probs,goal_probs_0,goal_probs_1,goal_probs_2,goal_probs_3,goal_probs_4,goal_probs_5,goal_probs_6,goal_probs_7,goal_probs_8,goal_probs_9,goal_probs_10,goal_probs_11,goal_probs_12,goal_probs_13,goal_probs_14,goal_probs_15,goal_probs_16,goal_probs_17,goal_probs_18,goal_probs_19
89.13619303703308,89.13619303703308,2764,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
165.04626202583313,75.91006898880005,2226,0.08487211618107196,0.08487211618107196,0.03122270667173048,0.03122270667173048,0.03122270667173048,0.03122270667173048,0.08487211618107196,0.03122270667173048,0.03122270667173048,0.03122270667173048,0.08487211618107196,0.03122270667173048,0.03122270667173048,0.03122270667173048,0.03122270667173048,0.08487211618107196,0.08487211618107196,0.03122270667173048,0.08487211618107196,0.03122270667173048,0.08487211618107196
262.30186891555786,97.25560688972473,2999,0.9976486760005114,0.9976486760005114,0.00012311962765255836,4.529317981805923e-5,4.529317981805923e-5,0.00012311962765255836,0.00012311962765255836,4.529317981805923e-5,0.00012311962765255836,4.529317981805923e-5,0.00012311962765255836,0.00012311962765255836,4.529317981805923e-5,4.529317981805923e-5,4.529317981805923e-5,0.00033467384657459315,0.00033467384657459315,4.529317981805923e-5,0.00012311962765255836,0.00012311962765255836,0.00033467384657459315
368.8357300758362,106.53386116027832,3146,0.999997515184057,0.999997515184057,1.1253489509006284e-7,4.13992743180192e-8,4.13992743180192e-8,3.059015603908628e-7,1.1253489509006284e-7,4.13992743180192e-8,1.1253489509006284e-7,1.1253489509006284e-7,1.1253489509006284e-7,1.1253489509006284e-7,4.13992743180192e-8,4.13992743180192e-8,4.13992743180192e-8,3.059015603908628e-7,3.059015603908628e-7,1.1253489509006284e-7,1.1253489509006284e-7,1.1253489509006284e-7,3.059015603908628e-7
452.56968808174133,83.73395800590515,1879,0.4285669218317085,0.4285669218317085,0.05800022575193753,0.021337090637440274,0.007849476979925942,0.05800022575193753,0.021337090637440274,0.007849476979925942,0.021337090637440274,0.021337090637440274,0.05800022575193753,0.021337090637440274,0.021337090637440274,0.007849476979925942,0.007849476979925942,0.05800022575193753,0.05800022575193753,0.021337090637440274,0.021337090637440274,0.021337090637440274,0.05800022575193753
582.7873039245605,130.2176158428192,3149,0.5620563460431085,0.5620563460431085,0.027983137727040037,0.010294421069246992,0.0037871058701381055,0.027983137727040037,0.027983137727040037,0.010294421069246992,0.010294421069246992,0.010294421069246992,0.07606605478667969,0.010294421069246992,0.010294421069246992,0.010294421069246992,0.0037871058701381055,0.07606605478667969,0.027983137727040037,0.027983137727040037,0.010294421069246992,0.027983137727040037,0.027983137727040037
675.8850960731506,93.09779214859009,2276,0.7772153480397217,0.7772153480397217,0.014235195653477395,0.0052368358219674095,0.0019265242356919614,0.014235195653477395,0.014235195653477395,0.0052368358219674095,0.0052368358219674095,0.0052368358219674095,0.03869527366940679,0.0052368358219674095,0.0052368358219674095,0.0052368358219674095,0.0019265242356919614,0.03869527366940679,0.014235195653477395,0.014235195653477395,0.0052368358219674095,0.014235195653477395,0.014235195653477395
779.1669809818268,103.28188490867615,2377,0.8606987364454401,0.8606987364454401,0.015764247248724474,0.005799342468349207,0.002133458866418119,0.005799342468349207,0.015764247248724474,0.002133458866418119,0.002133458866418119,0.002133458866418119,0.015764247248724474,0.005799342468349207,0.002133458866418119,0.002133458866418119,0.0007848556555401565,0.015764247248724474,0.005799342468349207,0.005799342468349207,0.002133458866418119,0.015764247248724474,0.015764247248724474
885.1665830612183,105.99960207939148,2359,0.9303170490219794,0.9303170490219794,0.0062684269686556935,0.002306025410253055,0.0008483393392510398,0.0062684269686556935,0.0062684269686556935,0.002306025410253055,0.002306025410253055,0.002306025410253055,0.0062684269686556935,0.002306025410253055,0.002306025410253055,0.0008483393392510398,0.0008483393392510398,0.0062684269686556935,0.002306025410253055,0.0062684269686556935,0.0008483393392510398,0.0062684269686556935,0.0062684269686556935
1000.3773798942566,115.21079683303833,2935,0.9731838776843831,0.9731838776843831,0.002412281655106772,0.0008874288272288012,0.0003264668210403598,0.002412281655106772,0.002412281655106772,0.0008874288272288012,0.0008874288272288012,0.0008874288272288012,0.002412281655106772,0.0008874288272288012,0.0008874288272288012,0.0003264668210403598,0.0003264668210403598,0.002412281655106772,0.0008874288272288012,0.002412281655106772,0.0003264668210403598,0.002412281655106772,0.002412281655106772
