variable,mean,std,min,max,median
q1_true_goal_prob,0.1971559057531775,0.07983800275723528,0.0001233528204274339,0.4285669218317085,0.20017628517133612
mid_true_goal_prob,0.6024089622608526,0.3104141162084013,0.0001233932859192945,0.9927241850065375,0.7253107490949384
q3_true_goal_prob,0.8020802391787804,0.3088537744840879,0.0472182921303091,0.9997921696547325,0.9435175915389574
end_true_goal_prob,0.9550054071079245,0.15998122946250568,0.26833709089302676,0.9999992657511669,0.9944138692448807
q1_is_top_ranked,0.95,0.22072142786315224,false,true,1.0
mid_is_top_ranked,0.775,0.42290206176626033,false,true,1.0
q3_is_top_ranked,0.85,0.36162028533978946,false,true,1.0
end_is_top_ranked,0.95,0.22072142786315224,false,true,1.0
total_states_visited,43671.825,3046.3377414949264,37235,51250,43613.5
initial_states_visited,2764.0,0.0,2764,2764,2764.0
marginal_states_visited,2484.390905987395,122.73953166181559,2246.764705882353,2872.0,2467.0441176470586
average_states_visited,2500.193335421888,116.34707268551882,2275.5,2865.6470588235293,2486.2
total_dur,1888.592143034935,175.76243790646848,1441.9064350128174,2169.679771900177,1860.5080144405365
initial_dur,90.55986032485961,3.2904795562584277,88.54168915748596,106.25967812538147,89.12042605876923
marginal_dur,109.10890877934294,7.933282103491551,95.58986710309982,127.27499006688595,108.69128797841228
average_dur,108.03802887361834,7.508641276820503,95.54548918633233,125.0047092998729,107.69880323277579
