step_times,step_durs,states_visited,true_goal_probs,goal_probs_0,goal_probs_1,goal_probs_2
4.059445858001709,4.059445858001709,10076,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
8.120280027389526,4.060834169387817,10075,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
12.154875040054321,4.034595012664795,10041,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
16.13272500038147,3.9778499603271484,9845,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
20.165963888168335,4.033238887786865,9649,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
23.88712191581726,3.721158027648926,9453,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
27.5360050201416,3.648883104324341,9068,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
31.261882066726685,3.725877046585083,8516,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
34.849228858947754,3.5873467922210693,8152,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
38.00117301940918,3.151944160461426,7958,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
41.19238090515137,3.1912078857421875,7718,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
44.47708606719971,3.28470516204834,7478,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
47.60802984237671,3.130943775177002,7231,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
49.2651629447937,1.6571331024169922,3329,0.4223187982515182,0.15536240349696362,0.4223187982515182,0.4223187982515182
51.74353384971619,2.4783709049224854,5022,0.21194155761708544,0.5761168847658291,0.21194155761708544,0.21194155761708544
53.0032639503479,1.2597301006317139,2459,0.10650697891920075,0.7869860421615985,0.10650697891920075,0.10650697891920075
54.32638192176819,1.323117971420288,2451,0.2119415576170854,0.5761168847658291,0.2119415576170854,0.2119415576170854
55.58669090270996,1.2603089809417725,2174,0.46831053083348123,0.46831053083348123,0.06337893833303762,0.46831053083348123
56.485487937927246,0.8987970352172852,1535,0.7213991842739687,0.2653879287722419,0.013212886953789416,0.7213991842739687
57.36712694168091,0.8816390037536621,1544,0.8788782427321509,0.11894323591065208,0.0021785213571970234,0.8788782427321509
58.24418783187866,0.8770608901977539,1561,0.9522698261237779,0.04741072293787844,0.0003194509383437505,0.9522698261237779
59.12100291252136,0.8768150806427002,1601,0.9819700105182744,0.017985408112219218,4.458136950639616e-5,0.9819700105182744
60.098515033721924,0.9775121212005615,1713,0.9933010868697293,0.006692810077462225,6.103052808519328e-6,0.9933010868697293
61.107470989227295,1.008955955505371,1801,0.997526549422363,0.002472621105663164,8.294719739129794e-7,0.997526549422363
62.530482053756714,1.423011064529419,2799,0.9990888364753946,0.0009110510919687574,1.1243263677281983e-7,0.9990888364753946
64.31613802909851,1.7856559753417969,3924,0.9996646346497671,0.00033535012536081525,1.5224872137221503e-8,0.9996646346497671
65.9022479057312,1.5861098766326904,4180,0.9998766054240138,0.00012339457598623172,0.0,0.9998766054240138
67.47719192504883,1.574944019317627,4123,0.9999546021312976,4.5397868702434395e-5,0.0,0.9999546021312976
69.0011990070343,1.5240070819854736,4096,0.9999832985781519,1.670142184809518e-5,0.0,0.9999832985781519
70.47259092330933,1.4713919162750244,4070,0.9999938558253978,6.144174602214717e-6,0.0,0.9999938558253978
72.09963393211365,1.6270430088043213,4045,0.999997739675702,2.2603242979035742e-6,0.0,0.999997739675702
73.65052103996277,1.550887107849121,4021,0.9999991684719722,8.315280276641321e-7,0.0,0.9999991684719722
75.11177086830139,1.461249828338623,3998,0.9999996940977731,3.059022269256247e-7,0.0,0.9999996940977731
76.50831890106201,1.3965480327606201,3990,0.999999887464838,1.12535162055095e-7,0.0,0.999999887464838
77.93526291847229,1.4269440174102783,3983,0.9999999586006245,4.1399375473943306e-8,0.0,0.9999999586006245
78.55801892280579,0.6227560043334961,1695,0.9999999847700205,1.522997951276035e-8,0.0,0.9999999847700205
