variable,mean,std,min,max,median
q1_true_goal_prob,0.3509312989390551,0.17089441359656263,0.0024665243713577513,0.9999991628691853,0.3333333333333333
mid_true_goal_prob,0.37975971134999215,0.3174590614037024,0.0,0.9999546021312976,0.3333333333333333
q3_true_goal_prob,0.6361901764517479,0.3987544934709604,0.0,1.0,0.9096937269679024
end_true_goal_prob,0.7922446693102968,0.36530344642227175,0.0,1.0,0.9933432948100829
q1_is_top_ranked,0.9,0.3051285766293646,false,true,1.0
mid_is_top_ranked,0.7,0.466091599699399,false,true,1.0
q3_is_top_ranked,0.8333333333333334,0.3790490217894517,false,true,1.0
end_is_top_ranked,0.8666666666666667,0.3457459036417604,false,true,1.0
total_states_visited,302944.26666666666,268913.22512609814,62609,1385681,203777.0
initial_states_visited,17371.4,7907.5030349836625,10076,32051,15370.0
marginal_states_visited,11066.395932435962,7632.440198019502,4135.28125,29116.75,7457.7692307692305
average_states_visited,11323.449443249925,7648.2194383924025,4315.30303030303,29256.47619047619,7956.087662337663
total_dur,149.01705979506175,138.3397118141853,32.861207008361816,701.0467350482941,97.90008401870728
initial_dur,8.522106146812439,4.62296545379709,3.8177649974823,17.74083399772644,7.332844495773315
marginal_dur,5.448071051392853,3.940738292958419,1.7508615627884865,14.69100284576416,3.5629679821431637
average_dur,5.578954397871896,3.9744695714237994,1.8134950002034504,14.819284427733649,3.611227030465097
