q1_true_goal_prob,mid_true_goal_prob,q3_true_goal_prob,end_true_goal_prob,q1_is_top_ranked,mid_is_top_ranked,q3_is_top_ranked,end_is_top_ranked,total_states_visited,initial_states_visited,marginal_states_visited,average_states_visited,total_dur,initial_dur,marginal_dur,average_dur
1.2485422367711768e-14,0.9999999999999974,0.9999999999999966,0.9999999999999988,false,true,true,true,22703,8417,714.3,1081.095238095238,294.66729402542114,195.65179586410522,4.950774908065796,14.031775905972435
0.9999529782722546,1.000000000000001,1.0000000000000027,1.0000000000000004,true,true,true,true,12754,7563,288.3888888888889,671.2631578947369,230.99768495559692,187.39640307426453,2.4222934378518,12.157772892399839
0.6623305737711285,0.9999999999999591,0.9999999999999997,1.0000000000000018,true,true,true,true,16397,7251,609.7333333333333,1024.8125,288.29625391960144,170.08320999145508,7.880869595209758,18.01851586997509
8.82525054643281e-5,0.9999775095104411,1.0,0.9999999999999969,false,true,true,true,9516,7300,158.28571428571428,634.4,200.16866397857666,176.33579993247986,1.7023474318640572,13.344577598571778
0.9999023397974502,1.000000000000005,1.0000000000000002,1.0,true,true,true,true,11359,7170,246.41176470588235,631.0555555555555,210.5181770324707,172.57653093338013,2.231861535240622,11.695454279581705
0.6746716165749874,0.9999999999999969,0.9999999999999978,1.000000000000004,true,true,true,true,11297,7727,210.0,627.6111111111111,226.03946495056152,186.5552179813385,2.322602762895472,12.557748052808973
0.9977539764102613,0.9999999999999438,1.0000000000000029,1.0000000000000029,true,true,true,true,12682,7947,315.6666666666667,792.625,229.65892696380615,185.1655900478363,2.9662224610646564,14.353682935237885
0.9972111422556594,1.0000000000000056,1.0000000000000004,1.000000000000003,true,true,true,true,11224,6646,269.29411764705884,623.5555555555555,219.41502499580383,172.35358786582947,2.7683198311749626,12.18972361087799
0.9964748081021485,0.9999999999335937,1.0000000000000004,1.0000000000000018,true,true,true,true,18329,7538,674.4375,1078.1764705882354,270.7560930252075,176.41107416152954,5.896563678979874,15.926829001482796
0.9885766532375958,0.9999999999999972,0.9999999999999993,1.0000000000000018,true,true,true,true,17370,7702,568.7058823529412,965.0,223.44079494476318,181.1923589706421,2.4852021161247704,12.413377496931288
0.9974022173281624,0.9999999999999983,1.0000000000000022,0.9999999999999953,true,true,true,true,10149,7270,159.94444444444446,534.1578947368421,230.60648894309998,176.76125597953796,2.9914018313090005,12.137183628584209
0.9961439537229682,0.9999999999999463,0.9999999999999999,0.9999999999999956,true,true,true,true,11790,7194,306.4,736.875,218.20127391815186,178.94127702713013,2.6173331260681154,13.637579619884491
0.9999377432425959,1.0000000000000064,1.0000000000000038,0.9999999999999974,true,true,true,true,11248,7494,220.8235294117647,624.8888888888889,222.48083209991455,182.88573908805847,2.329123118344475,12.360046227773031
0.006916939607387596,0.9657875030771899,0.9999999999999993,1.0000000000000047,false,true,true,true,15339,7994,524.6428571428571,1022.6,225.6999990940094,188.5269079208374,2.655220798083714,15.046666606267292
0.0010765842369298301,0.9999999999999115,1.0000000000000038,0.9999999999999982,false,true,true,true,20417,7071,834.125,1201.0,211.72296500205994,174.34223079681396,2.3362958878278732,12.454292058944702
0.0008805115638599299,0.9999999999999977,0.9999999999999969,0.9999999999999969,false,true,true,true,12131,7670,262.4117647058824,673.9444444444445,232.36349391937256,182.10690999031067,2.9562696428859936,12.909082995520698
0.9988289805946939,1.000000000000001,1.0000000000000007,1.0000000000000022,true,true,true,true,14721,7654,415.70588235294116,817.8333333333334,221.53097891807556,183.04629588127136,2.263804884517894,12.307276606559753
0.39355555325200536,0.9999999999996668,0.9999999999999984,0.9999999999999993,false,true,true,true,17233,8230,529.5882352941177,957.3888888888889,267.57188606262207,205.10077810287476,3.6747710564557243,14.865104781256782
0.9917931745283515,1.000000000000001,1.0000000000000067,1.0000000000000002,true,true,true,true,15026,7727,429.3529411764706,834.7777777777778,275.8260941505432,198.02479004859924,4.576547300114351,15.323671897252401
0.9970042371627665,1.000000000000001,1.000000000000003,0.9999999999999949,true,true,true,true,15305,8403,431.375,900.2941176470588,242.1126139163971,202.9928379058838,2.4449860006570816,14.241918465670418
