q1_true_goal_prob,mid_true_goal_prob,q3_true_goal_prob,end_true_goal_prob,q1_is_top_ranked,mid_is_top_ranked,q3_is_top_ranked,end_is_top_ranked,total_states_visited,initial_states_visited,marginal_states_visited,average_states_visited,total_dur,initial_dur,marginal_dur,average_dur
0.44439046508615115,0.9998882410650503,1.000000000000002,1.0000000000000064,true,true,true,true,5780,1450,360.8333333333333,444.61538461538464,36.66889309883118,11.84275197982788,2.0688450932502747,2.820684084525475
0.0,0.0,0.0,0.0,false,false,false,false,2843,1349,39.31578947368421,72.8974358974359,31.74708104133606,11.666134119033813,0.5284459716395328,0.8140277190086169
0.35714285682892816,1.0000000000000004,0.9999999999999999,0.9999999999999999,true,true,true,true,3158,1524,163.4,287.09090909090907,21.340955018997192,10.207080125808716,1.1133874893188476,1.9400868199088357
0.44440485829959536,0.9999999999999982,1.0000000000000016,0.9999999999999868,true,true,true,true,2313,1569,62.0,177.92307692307693,25.102858066558838,11.572535991668701,1.127526839574178,1.9309890820429876
0.4883721016876206,3.544039806535714e-5,3.9649596998165125e-14,1.0000000000000007,true,false,false,true,2084,956,70.5,122.58823529411765,23.58678102493286,7.750627040863037,0.989759624004364,1.3874577073489918
0.2499999999999999,0.0,0.0,0.0,false,false,false,false,7110,1273,324.27777777777777,374.2105263157895,31.666461944580078,9.207944869995117,1.2476953930324979,1.666655891820004
0.9999990102057356,1.0000000000000007,1.0000000000000007,1.0000000000000007,true,true,true,true,1516,1401,14.375,168.44444444444446,14.413911819458008,10.867868900299072,0.44325536489486694,1.6015457577175565
0.8999999781624162,0.9999999999999997,0.9999999999999997,0.9999999999999997,true,true,true,true,1858,1435,52.875,206.44444444444446,23.23841094970703,13.410486936569214,1.2284905016422272,2.582045661078559
0.20000000000000007,0.9999999999999994,0.9999999999999994,0.999999999999999,true,true,true,true,1548,1406,23.666666666666668,221.14285714285714,13.801416873931885,10.305716037750244,0.5826168060302734,1.9716309819902693
0.20000000000000007,1.0,1.0,1.0,true,true,true,true,1701,1314,64.5,243.0,17.43132781982422,10.555717945098877,1.1459349791208904,2.490189688546317
