variable,mean,std,min,max,median
q1_true_goal_prob,0.48584991011992656,0.3229611552236691,0.0,0.9999999999999996,0.4494751563835956
mid_true_goal_prob,0.797771524817292,0.3767015942977197,0.0,1.0000000000000036,0.999999999999998
q3_true_goal_prob,0.8247466792577114,0.3766750159291708,0.0,1.0000000000000027,0.9999999999999989
end_true_goal_prob,0.8666666666666671,0.3457459036417606,0.0,1.0000000000000109,1.0000000000000004
q1_is_top_ranked,0.8333333333333334,0.3790490217894517,false,true,1.0
mid_is_top_ranked,0.8333333333333334,0.3790490217894517,false,true,1.0
q3_is_top_ranked,0.8333333333333334,0.3790490217894517,false,true,1.0
end_is_top_ranked,0.8666666666666667,0.34574590364176044,false,true,1.0
total_states_visited,2957.0666666666666,1680.9178103219297,1164,7110,2276.5
initial_states_visited,1330.2,237.8361359974697,945,1755,1392.5
marginal_states_visited,121.64824571997627,100.2371980520008,6.5,360.8333333333333,80.79166666666666
average_states_visited,229.24163107569467,96.76780459249761,70.51063829787235,444.61538461538464,209.10317460317458
total_dur,20.291018732388814,7.83560129118996,9.703402996063232,36.66889309883118,18.996712923049927
initial_dur,9.090128135681152,2.4477892202124796,4.696146011352539,13.410486936569214,10.172517538070679
marginal_dur,0.9155085754188892,0.3667132537029292,0.44325536489486694,2.0688450932502747,0.9167885979016621
average_dur,1.6296297750662876,0.5829033589411384,0.6935973826875078,2.820684084525475,1.599160939260246
