step_times,step_durs,states_visited,true_goal_probs,goal_probs_0,goal_probs_1,goal_probs_2,goal_probs_3,goal_probs_4
10.725970983505249,10.725970983505249,1544,0.20000000000000007,0.20000000000000007,0.20000000000000007,0.20000000000000007,0.20000000000000007,0.20000000000000007
11.906254053115845,1.1802830696105957,151,0.47619045781469965,0.38095236630783635,2.803831308336857e-11,0.14285717582138696,2.803831308336857e-11,0.47619045781469965
13.466801881790161,1.5605478286743164,162,0.4545514782862215,0.5454087650247152,5.987502986351114e-20,3.9756689062940276e-5,7.06525352389442e-19,0.4545514782862215
17.114192008972168,3.647390127182007,438,0.7241380829814633,0.27586191701851204,2.495930837942396e-22,6.913935839175934e-25,2.4515601475409274e-14,0.7241380829814633
18.42275094985962,1.3085589408874512,402,0.625002457849018,0.37499754215098263,5.6616945365705725e-40,5.6616945365704926e-40,7.247209969649741e-27,0.625002457849018
19.012727975845337,0.5899770259857178,81,0.9999999880668935,1.193310635964181e-8,6.6303100969995665e-59,2.393541945016817e-56,1.1060446368856101e-40,0.9999999880668935
19.444376945495605,0.43164896965026855,0,1.0000000000000004,3.373293812926639e-24,7.234817177755597e-36,3.153583695282848e-35,1.2232321025046933e-23,1.0000000000000004
21.942825078964233,2.498448133468628,943,1.0000000000000004,9.344304195113464e-27,1.1800259329750668e-48,9.772866205931382e-47,9.386300773107033e-29,1.0000000000000004
22.756968021392822,0.8141429424285889,333,0.9999999999999978,4.94970538425587e-36,3.289806333834417e-59,9.83576028682494e-55,6.479496386512684e-33,0.9999999999999978
23.674341917037964,0.9173738956451416,239,1.0000000000000016,7.680822384374128e-22,7.261505329109844e-38,1.2443726725140826e-31,6.73577226102328e-25,1.0000000000000016
24.94571304321289,1.2713711261749268,1151,0.9999999999984451,1.554839787788257e-12,3.2588830418576333e-24,6.2057764151197944e-24,2.053128633885175e-18,0.9999999999984451
25.38233208656311,0.4366190433502197,15,0.9999999999999984,2.6091632470945783e-21,4.1963333192710406e-38,7.99093002364044e-38,5.02309004971204e-31,0.9999999999999984
26.21799087524414,0.8356587886810303,159,0.999999999999998,1.0351085998729363e-29,8.761955452975748e-48,2.4325825564620985e-51,2.905325697610407e-43,0.999999999999998
26.644816875457764,0.42682600021362305,0,0.9999999999999998,2.7055261689378408e-18,3.314267172475594e-29,2.251648273925011e-31,8.497468479990654e-27,0.9999999999999998
27.0786190032959,0.43380212783813477,0,0.9999999999999976,8.384348667703715e-30,1.0270819728522798e-40,3.672523145671021e-44,7.294574293527607e-41,0.9999999999999976
27.48564887046814,0.4070298671722412,0,0.9999999999999976,2.5982858117652034e-41,4.640469207543515e-56,8.7330858438792e-61,2.2605678319114335e-52,0.9999999999999976
28.056421995162964,0.5707731246948242,72,0.9999999999999976,8.052013850074683e-53,3.9835684557954146e-70,3.945704142076823e-76,1.9405638319394583e-66,0.9999999999999976
